1,1790,765.06,2017-05-30 14:44:41
2,900,1218.42,2021-02-23 19:33:04
3,1418,412.98,2023-09-17 06:47:22
4,1218,779.11,2023-10-26 12:09:34
5,127,1140.23,2024-03-07 15:26:58
6,252,136.76,2023-03-19 15:23:49
7,916,371.1,2018-09-15 12:22:40
8,841,1086.46,2015-01-18 22:36:17
9,1164,186.34,2019-02-06 10:52:09
10,763,1131.65,2017-07-04 23:40:37
11,1609,851.12,2017-12-09 09:04:40
12,1706,1186.87,2015-01-15 00:36:30
13,1794,437.53,2016-01-31 22:08:50
14,1839,789.19,2017-05-05 19:35:03
15,1130,896.81,2016-08-14 20:46:32
16,1289,1098.03,2018-06-04 05:46:48
17,1417,979.79,2016-02-19 16:28:11
18,1747,1269.62,2023-05-07 16:43:51
19,1676,1048.39,2016-01-01 10:47:07
20,1136,995.13,2021-10-03 00:45:49
21,1557,952.75,2020-10-14 22:55:04
22,779,1338.62,2019-11-24 03:48:30
23,1988,545.84,2021-02-25 02:55:06
24,245,363.75,2015-09-26 11:26:13
25,1209,1430.89,2022-08-16 22:05:52
26,908,1194.17,2019-04-05 18:59:49
27,30,706.26,2019-09-22 17:48:14
28,321,298.67,2020-10-25 18:26:18
29,1764,1451.48,2018-12-26 09:27:46
30,1884,569.21,2016-03-31 00:01:42
31,499,1016.47,2017-08-12 00:52:30
32,1426,684.36,2019-08-06 14:49:41
33,1938,1497.89,2022-04-18 05:39:18
34,215,806.8,2023-08-06 05:42:30
35,999,570.64,2020-07-25 16:02:31
36,101,1217.07,2018-12-18 08:57:01
37,1430,360.6,2024-05-16 17:13:20
38,267,179.97,2020-04-13 13:17:53
39,1298,534.02,2018-02-10 00:23:24
40,1099,102.86,2017-03-09 14:09:56
41,1955,954.24,2022-01-23 18:36:26
42,1811,740.75,2015-09-24 18:13:09
43,1131,727.87,2016-03-24 01:20:33
44,539,1224.36,2015-04-17 09:15:26
45,1148,112.23,2016-06-10 02:56:28
46,1259,1026.92,2016-11-18 18:22:21
47,100,1049.45,2022-03-04 05:18:33
48,1630,484.83,2022-12-30 14:52:10
49,268,68.25,2022-09-05 10:01:25
50,536,761.74,2016-01-07 06:47:48
51,1205,496.84,2020-04-14 11:33:56
52,1778,785.02,2016-03-10 20:20:53
53,708,423.65,2016-07-10 17:46:26
54,701,497.57,2020-04-26 04:36:54
55,464,1107.05,2019-07-31 09:51:44
56,907,921.83,2024-03-27 07:02:43
57,190,295.1,2023-11-10 13:21:15
58,1074,258.44,2020-02-26 22:19:40
59,523,713.37,2015-06-30 13:36:34
60,1187,971.62,2023-03-14 20:48:57
61,1301,8.49,2017-10-08 17:54:54
62,747,1173.98,2015-11-30 04:30:52
63,1969,1126.22,2021-11-06 03:15:02
64,1396,234.39,2024-06-26 03:43:42
65,599,966.77,2020-08-12 10:35:53
66,505,1299.3,2021-02-24 21:59:07
67,1011,1290.61,2015-03-22 22:54:09
68,227,127.83,2022-10-28 09:17:15
69,786,803.71,2019-09-23 09:11:02
70,1436,1074.3,2021-11-03 15:06:55
71,1811,1057.14,2016-05-26 01:49:59
72,765,1199.54,2022-10-05 05:40:23
73,758,649.34,2019-02-12 18:36:00
74,1637,1473.06,2021-07-17 18:32:51
75,329,986.14,2022-09-12 07:51:00
76,1424,1438.04,2021-06-25 08:45:21
77,562,326.61,2016-12-03 04:12:02
78,1331,843.47,2018-01-01 06:33:34
79,581,243.93,2016-12-11 12:11:06
80,1680,935.31,2019-06-05 08:46:32
81,931,1428.85,2016-10-07 00:20:46
82,169,849.86,2016-03-05 13:44:43
83,1158,1381.65,2018-04-12 20:17:16
84,1294,151.14,2016-07-28 17:57:51
85,1278,594.09,2018-07-09 01:07:30
86,1789,988.59,2020-07-24 18:25:12
87,347,969.8,2017-05-11 05:17:57
88,1522,1238.87,2021-09-03 13:27:30
89,1045,606.63,2023-10-03 22:48:33
90,139,138.84,2023-11-30 06:40:04
91,1994,1440.11,2017-07-02 14:00:32
92,696,209.13,2019-05-20 14:02:48
93,1090,22.05,2023-11-29 14:18:51
94,1536,1406.98,2021-02-26 21:09:13
95,1928,180.75,2020-04-02 01:13:37
96,224,1475.02,2023-10-30 02:24:01
97,616,214.21,2023-11-02 23:26:27
98,1732,647.38,2018-07-05 14:27:01
99,888,396.11,2021-02-01 12:30:50
100,1978,1013.02,2023-05-10 10:35:05
101,410,451.24,2018-03-10 23:13:37
102,1920,810.35,2018-11-26 12:20:41
103,291,261.33,2019-05-22 15:45:21
104,1800,765.99,2023-11-02 16:08:28
105,1473,94.43,2018-02-18 10:02:19
106,894,242.94,2021-09-22 22:34:17
107,298,881.77,2021-06-06 21:15:28
108,210,1472.85,2020-01-14 18:07:02
109,1271,1143.81,2018-05-01 03:36:59
110,1586,882.29,2021-02-15 20:16:14
111,1115,1327.53,2019-06-19 04:40:29
112,1428,1382.65,2016-02-20 22:26:28
113,726,353.06,2021-11-25 03:24:37
114,684,674.08,2016-02-26 02:07:51
115,220,914.0,2021-02-04 03:30:15
116,1373,317.51,2015-02-23 12:20:19
117,200,616.93,2020-06-19 05:43:03
118,554,355.46,2015-08-16 01:30:56
119,382,1302.66,2021-05-06 21:06:19
120,531,1180.21,2020-06-01 23:09:40
121,877,868.9,2022-08-08 19:31:28
122,1652,1323.68,2023-06-25 18:23:49
123,228,907.64,2020-03-26 22:57:43
124,1930,532.13,2023-12-17 12:50:08
125,1458,1412.83,2016-06-19 15:36:30
126,457,39.95,2017-06-18 21:53:59
127,269,1299.56,2023-01-21 09:00:19
128,859,1301.77,2018-01-13 08:48:47
129,1497,1267.5,2017-12-29 00:19:42
130,1063,672.84,2018-08-03 08:59:34
131,1729,1174.46,2015-02-11 15:20:14
132,68,216.29,2020-09-05 16:56:41
133,131,1458.28,2016-06-02 09:47:59
134,805,776.68,2019-11-20 11:33:51
135,1220,415.58,2023-09-24 19:26:48
136,1692,122.33,2015-11-18 02:37:22
137,1381,1101.34,2020-02-17 03:38:15
138,227,484.28,2017-05-14 22:19:48
139,1323,744.85,2020-11-15 06:15:11
140,472,53.93,2018-06-01 16:41:45
141,404,1451.17,2017-03-23 08:43:44
142,1053,123.87,2015-04-22 02:22:48
143,90,1118.37,2018-05-22 00:50:38
144,417,1405.21,2015-05-25 13:41:47
145,1326,516.39,2015-02-26 02:19:38
146,740,618.32,2015-06-25 10:08:34
147,470,80.62,2019-11-15 10:13:41
148,530,1058.16,2016-10-10 21:20:56
149,191,895.29,2023-11-11 15:42:52
150,1798,27.4,2018-03-29 07:15:53
151,133,1232.04,2021-10-21 22:00:02
152,636,1444.51,2021-08-30 09:09:50
153,1827,292.66,2024-05-07 08:36:31
154,589,803.37,2019-03-04 23:20:20
155,1290,486.99,2017-11-11 20:12:22
156,1026,521.99,2020-02-25 08:28:32
157,1955,739.29,2020-01-19 13:22:23
158,1442,820.18,2019-09-23 03:08:06
159,1934,225.08,2019-10-21 13:18:11
160,84,1180.93,2021-06-19 16:53:00
161,186,740.21,2017-09-16 16:49:16
162,1525,494.49,2017-03-31 19:45:58
163,376,443.62,2016-05-31 18:25:56
164,1825,1051.37,2019-07-26 21:36:27
165,261,725.35,2018-03-11 23:12:14
166,1259,331.71,2023-11-04 19:30:21
167,1371,255.47,2018-09-27 23:34:34
168,1231,128.33,2019-08-22 03:42:43
169,136,387.04,2020-08-05 05:21:50
170,692,337.35,2024-01-06 03:07:45
171,1909,1046.61,2019-10-29 16:21:53
172,981,485.99,2020-02-23 16:15:13
173,489,812.94,2015-08-31 02:30:46
174,1714,1459.19,2018-10-06 11:25:10
175,1642,379.9,2023-03-09 06:20:16
176,1913,1400.22,2017-10-11 09:46:39
177,1066,692.36,2019-08-06 19:49:54
178,1950,636.15,2023-08-06 12:01:03
179,902,490.49,2019-01-14 02:31:16
180,1954,1482.56,2018-07-25 06:37:59
181,363,109.79,2023-06-07 09:43:20
182,1217,1291.8,2018-04-26 11:04:23
183,1316,1070.9,2022-05-04 13:43:19
184,538,127.08,2021-06-23 10:52:26
185,1896,957.96,2017-01-08 08:09:29
186,1560,669.64,2018-04-10 05:28:42
187,1341,668.64,2022-08-19 06:35:30
188,1840,75.99,2023-11-26 05:18:00
189,12,1190.87,2018-01-09 21:54:43
190,437,177.16,2020-09-10 11:11:51
191,494,795.92,2020-04-12 20:25:30
192,1822,226.95,2022-07-24 16:31:35
193,779,200.2,2021-12-30 18:00:42
194,556,1395.52,2020-07-24 12:21:04
195,935,1305.86,2021-08-15 04:38:46
196,640,1426.48,2022-09-07 15:52:52
197,1826,832.24,2023-11-04 12:39:07
198,390,280.23,2017-01-29 10:08:06
199,1433,1129.77,2021-09-11 14:00:55
200,1003,24.93,2018-12-10 02:47:57
201,878,677.61,2015-12-26 14:25:50
202,1054,1417.43,2020-10-09 06:58:21
203,1102,211.79,2024-07-03 08:49:44
204,1623,971.62,2015-02-16 23:12:17
205,578,836.65,2018-12-27 19:45:57
206,1080,22.92,2015-07-28 22:20:20
207,1365,79.75,2015-07-25 18:44:52
208,1019,123.46,2019-02-20 14:41:45
209,1978,621.38,2023-12-01 10:27:02
210,793,88.64,2023-02-23 17:47:56
211,1695,721.37,2016-01-16 17:04:07
212,1756,1358.86,2020-11-05 16:55:51
213,373,1457.95,2016-02-20 07:28:20
214,518,1465.19,2023-03-22 12:20:48
215,443,1286.35,2019-06-05 02:11:04
216,727,1029.15,2016-03-26 21:44:42
217,1873,840.48,2021-05-05 01:35:55
218,1996,804.55,2019-12-28 22:19:53
219,1551,597.5,2019-07-07 14:45:20
220,1319,941.15,2015-12-19 17:33:04
221,195,345.5,2015-03-30 04:11:34
222,255,874.1,2024-03-26 03:40:35
223,1529,97.32,2017-06-26 09:33:37
224,1102,934.71,2022-02-08 21:20:42
225,497,1049.01,2019-03-21 12:01:31
226,654,931.96,2024-06-23 21:50:23
227,1001,74.23,2021-05-11 11:26:44
228,60,12.05,2018-05-12 17:32:12
229,1945,1243.67,2018-02-01 22:16:07
230,1132,794.55,2017-11-04 21:06:15
231,218,211.22,2024-06-27 20:26:57
232,1104,752.86,2015-08-12 13:56:28
233,741,1110.15,2022-02-08 05:14:35
234,8,324.05,2022-11-11 07:06:20
235,1823,560.45,2020-05-23 22:41:31
236,1485,469.5,2023-07-11 04:51:26
237,1078,619.91,2015-02-21 08:41:53
238,535,662.8,2017-11-17 10:26:54
239,650,451.54,2023-05-23 17:55:19
240,1231,1419.44,2024-05-12 08:07:57
241,1616,1317.0,2016-11-02 13:44:25
242,1743,1107.75,2022-01-04 15:20:17
243,1164,1350.22,2020-04-20 13:48:56
244,729,674.0,2018-03-05 22:44:44
245,1285,881.11,2023-12-14 08:16:17
246,959,591.13,2022-12-23 02:44:32
247,1183,216.11,2022-08-31 04:15:45
248,552,1320.42,2018-06-30 05:26:29
249,400,932.61,2024-04-16 04:13:21
250,422,1490.02,2023-12-10 16:08:01
251,715,1256.33,2017-07-19 06:09:02
252,768,1343.82,2020-10-07 00:33:09
253,1393,888.9,2018-05-28 03:13:09
254,637,394.93,2018-09-05 20:40:14
255,1656,780.15,2021-01-13 05:22:11
256,1074,149.28,2017-04-24 06:34:23
257,690,130.7,2023-07-28 07:58:19
258,1678,352.53,2017-07-07 06:12:45
259,1639,987.73,2016-10-14 16:09:22
260,1416,1016.87,2018-01-26 04:55:00
261,225,1241.46,2024-02-12 19:56:33
262,874,1479.58,2016-04-01 13:31:32
263,208,1151.42,2018-08-02 23:16:35
264,971,1248.2,2020-06-28 11:08:01
265,1753,343.47,2016-07-17 18:12:39
266,926,872.01,2023-03-26 04:19:49
267,30,486.95,2023-06-28 09:32:30
268,1639,165.65,2022-03-02 23:19:49
269,1093,1005.73,2020-05-12 21:14:49
270,461,340.47,2019-02-12 09:49:38
271,1796,1081.42,2023-08-01 21:21:23
272,783,493.84,2018-04-28 04:38:11
273,1640,1090.54,2022-08-24 06:40:08
274,446,917.74,2023-02-14 08:41:35
275,114,703.0,2020-07-04 14:06:19
276,361,251.71,2016-07-04 01:12:57
277,1906,60.23,2018-11-29 16:45:54
278,1401,815.94,2023-05-08 23:44:33
279,410,718.1,2019-02-04 03:54:58
280,1571,196.11,2021-04-04 06:25:16
281,27,1359.12,2022-10-22 10:51:34
282,854,320.28,2020-10-07 06:36:13
283,215,806.95,2018-03-30 20:55:17
284,160,32.61,2015-08-02 17:44:33
285,1128,398.3,2019-07-10 08:21:41
286,243,868.0,2020-08-05 10:03:08
287,1628,1360.83,2022-10-11 21:58:46
